sep = ,
"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","FRA","France","2015","2015",37.1,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","FRA","France","2006","2006",32,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","FRA","France","2015","2015",32,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","DEU","Germany","2012","2012",29,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","DEU","Germany","2012","2012",43.8,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","DEU","Germany","2012","2012",36.4,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","HUN","Hungary","2009","2009",30.3,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","HUN","Hungary","2014","2014",28.5,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","HUN","Hungary","2009","2009",36.5,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","HUN","Hungary","2014","2014",36.6,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","HUN","Hungary","2009","2009",33.2,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","HUN","Hungary","2014","2014",32.3,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","IRL","Ireland","2007","2007",32,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","IRL","Ireland","2015","2015",31,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","IRL","Ireland","2007","2007",45,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","IRL","Ireland","2015","2015",43,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","IRL","Ireland","2007","2007",38,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","IRL","Ireland","2015","2015",37,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","JPN","Japan","2000","2000",17.9,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","JPN","Japan","2001","2001",18.2,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","JPN","Japan","2002","2002",19.4,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","JPN","Japan","2003","2003",18.5,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","JPN","Japan","2004","2004",17.5,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","JPN","Japan","2005","2005",17.7,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","JPN","Japan","2006","2006",18.1,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","JPN","Japan","2007","2007",16.9,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","JPN","Japan","2008","2008",17.2,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","JPN","Japan","2009","2009",17.3,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","JPN","Japan","2010","2010",17.9,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","JPN","Japan","2011","2011",17.9,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","JPN","Japan","2012","2012",15.9,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","JPN","Japan","2013","2013",16.9,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","JPN","Japan","2014","2014",17.5,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","JPN","Japan","2015","2015",16.2,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","JPN","Japan","2000","2000",24.5,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","JPN","Japan","2001","2001",25.1,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","JPN","Japan","2002","2002",25.5,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","JPN","Japan","2003","2003",25.2,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","JPN","Japan","2004","2004",25.5,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","JPN","Japan","2005","2005",25.2,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","JPN","Japan","2006","2006",26.3,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","JPN","Japan","2007","2007",27,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","JPN","Japan","2008","2008",25.2,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","JPN","Japan","2009","2009",26.1,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","JPN","Japan","2010","2010",26.6,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","JPN","Japan","2011","2011",25.7,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","JPN","Japan","2012","2012",25.3,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","JPN","Japan","2013","2013",24.5,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","JPN","Japan","2014","2014",24.7,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","JPN","Japan","2015","2015",25,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","JPN","Japan","2000","2000",20.9,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","JPN","Japan","2001","2001",21.2,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","JPN","Japan","2002","2002",22.1,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","JPN","Japan","2003","2003",21.5,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","JPN","Japan","2004","2004",21.1,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","JPN","Japan","2005","2005",21,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","JPN","Japan","2006","2006",21.8,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","JPN","Japan","2007","2007",21.5,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","JPN","Japan","2008","2008",20.8,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","JPN","Japan","2009","2009",21.2,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","JPN","Japan","2010","2010",21.8,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","JPN","Japan","2011","2011",21.4,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","JPN","Japan","2012","2012",20.1,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","JPN","Japan","2013","2013",20.4,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","JPN","Japan","2014","2014",20.8,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","JPN","Japan","2015","2015",20.1,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","KOR","Korea","2001","2001",24.7,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","KOR","Korea","2005","2005",23.8,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","KOR","Korea","2007","2007",22.7,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","KOR","Korea","2008","2008",21.8,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","KOR","Korea","2009","2009",22.4,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","KOR","Korea","2010","2010",21,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","KOR","Korea","2011","2011",23,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","KOR","Korea","2012","2012",24,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","KOR","Korea","2013","2013",22.1,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","KOR","Korea","2014","2014",21,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","KOR","Korea","2015","2015",23.8,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","KOR","Korea","2001","2001",28.3,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","KOR","Korea","2005","2005",30.3,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","KOR","Korea","2007","2007",31.5,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","KOR","Korea","2008","2008",30.9,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","KOR","Korea","2009","2009",30.9,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","KOR","Korea","2010","2010",31.2,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","KOR","Korea","2011","2011",29.7,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","KOR","Korea","2012","2012",30.4,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","KOR","Korea","2013","2013",31.4,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","KOR","Korea","2014","2014",31.9,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","KOR","Korea","2015","2015",32.4,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","KOR","Korea","2001","2001",26.2,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","KOR","Korea","2005","2005",27.1,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","KOR","Korea","2007","2007",27.1,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","KOR","Korea","2008","2008",26.4,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","KOR","Korea","2009","2009",26.6,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","KOR","Korea","2010","2010",26.1,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","KOR","Korea","2011","2011",26.4,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","KOR","Korea","2012","2012",27.2,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","KOR","Korea","2013","2013",26.8,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","KOR","Korea","2014","2014",26.4,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","KOR","Korea","2015","2015",28.1,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","LUX","Luxembourg","2000","2000",24.2,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","LUX","Luxembourg","2001","2001",24.6,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","LUX","Luxembourg","2002","2002",25.1,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","LUX","Luxembourg","2003","2003",25.2,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","LUX","Luxembourg","2004","2004",26.7,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","LUX","Luxembourg","2005","2005",25.4,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","LUX","Luxembourg","2006","2006",26.3,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","LUX","Luxembourg","2007","2007",25.6,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","LUX","Luxembourg","2008","2008",25.4,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","LUX","Luxembourg","2009","2009",29.2,"B","Break"
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","LUX","Luxembourg","2010","2010",29.2,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","LUX","Luxembourg","2011","2011",28.3,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","LUX","Luxembourg","2012","2012",28.8,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","LUX","Luxembourg","2013","2013",27.2,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","LUX","Luxembourg","2014","2014",27.6,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","LUX","Luxembourg","2000","2000",40,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","LUX","Luxembourg","2001","2001",40,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","LUX","Luxembourg","2002","2002",40.3,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","LUX","Luxembourg","2003","2003",40.5,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","LUX","Luxembourg","2004","2004",40,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","LUX","Luxembourg","2005","2005",41.1,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","LUX","Luxembourg","2006","2006",39.9,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","LUX","Luxembourg","2007","2007",41.5,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","LUX","Luxembourg","2008","2008",41.1,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","LUX","Luxembourg","2009","2009",42.3,"B","Break"
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","LUX","Luxembourg","2010","2010",42.6,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","LUX","Luxembourg","2011","2011",43.5,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","LUX","Luxembourg","2012","2012",42.1,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","LUX","Luxembourg","2013","2013",42.2,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","LUX","Luxembourg","2014","2014",42,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2000","2000",33.8,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2001","2001",33.9,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2002","2002",34.2,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2003","2003",34.4,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2004","2004",34.5,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2005","2005",34.6,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2006","2006",34.2,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2007","2007",34.7,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2008","2008",34.4,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2009","2009",36.6,"B","Break"
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2010","2010",36.7,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2011","2011",36.7,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2012","2012",36.2,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2013","2013",35.4,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2014","2014",35.5,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","MEX","Mexico","2000","2000",35.8,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","MEX","Mexico","2005","2005",36.6,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","MEX","Mexico","2006","2006",37.4,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","MEX","Mexico","2012","2012",35.5,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","MEX","Mexico","2016","2016",37,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","MEX","Mexico","2000","2000",40.6,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","MEX","Mexico","2005","2005",42.6,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","MEX","Mexico","2006","2006",42.5,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","MEX","Mexico","2012","2012",42.6,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","MEX","Mexico","2016","2016",41.7,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","MEX","Mexico","2000","2000",38.1,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","MEX","Mexico","2005","2005",39.1,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","MEX","Mexico","2006","2006",39.5,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","MEX","Mexico","2012","2012",38.8,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","MEX","Mexico","2016","2016",39.2,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","NZL","New Zealand","2003","2003",28.9,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","NZL","New Zealand","2007","2007",30.7,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","NZL","New Zealand","2009","2009",32.8,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","NZL","New Zealand","2012","2012",31,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","NZL","New Zealand","2013","2013",29.6,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","NZL","New Zealand","2014","2014",29.7,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","NZL","New Zealand","2015","2015",29.5,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","NZL","New Zealand","2016","2016",30.7,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","NZL","New Zealand","2003","2003",42.2,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","NZL","New Zealand","2007","2007",41.6,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","NZL","New Zealand","2009","2009",41.3,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","NZL","New Zealand","2012","2012",40.5,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","NZL","New Zealand","2013","2013",38.8,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","NZL","New Zealand","2014","2014",41,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","NZL","New Zealand","2015","2015",40.6,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","NZL","New Zealand","2016","2016",39.8,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","NZL","New Zealand","2003","2003",35.5,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","NZL","New Zealand","2007","2007",36,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","NZL","New Zealand","2009","2009",37,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","NZL","New Zealand","2012","2012",35.6,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","NZL","New Zealand","2013","2013",34,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","NZL","New Zealand","2014","2014",35.1,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","NZL","New Zealand","2015","2015",34.9,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","NZL","New Zealand","2016","2016",35.2,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","SVK","Slovak Republic","2004","2004",27.6,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","SVK","Slovak Republic","2005","2005",28,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","SVK","Slovak Republic","2008","2008",31,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","SVK","Slovak Republic","2004","2004",45.8,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","SVK","Slovak Republic","2005","2005",45.9,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","SVK","Slovak Republic","2008","2008",40.7,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","SVK","Slovak Republic","2004","2004",33.6,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","SVK","Slovak Republic","2005","2005",34,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","SVK","Slovak Republic","2008","2008",34.6,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","TUR","Turkey","2011","2011",28.8,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","TUR","Turkey","2011","2011",37.4,,
"BODYOVMS","Overweight population, measured","TOTPOPTX","% of total population","TUR","Turkey","2011","2011",33.1,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","GBR","United Kingdom","2000","2000",33.8,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","GBR","United Kingdom","2001","2001",32.9,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","GBR","United Kingdom","2002","2002",33.7,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","GBR","United Kingdom","2003","2003",32.6,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","GBR","United Kingdom","2004","2004",33.9,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","GBR","United Kingdom","2005","2005",32.1,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","GBR","United Kingdom","2006","2006",31.9,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","GBR","United Kingdom","2007","2007",32,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","GBR","United Kingdom","2008","2008",32,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","GBR","United Kingdom","2009","2009",32.8,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","GBR","United Kingdom","2010","2010",31.7,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","GBR","United Kingdom","2011","2011",32.5,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","GBR","United Kingdom","2012","2012",32.1,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","GBR","United Kingdom","2013","2013",33.3,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","GBR","United Kingdom","2014","2014",31.4,,
"BODYOVMS","Overweight population, measured","PERWOMTF","% of females","GBR","United Kingdom","2015","2015",31.2,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","GBR","United Kingdom","2000","2000",44.5,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","GBR","United Kingdom","2001","2001",46.6,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","GBR","United Kingdom","2002","2002",43.4,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","GBR","United Kingdom","2003","2003",43.2,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","GBR","United Kingdom","2004","2004",43.9,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","GBR","United Kingdom","2005","2005",42.6,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","GBR","United Kingdom","2006","2006",43.4,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","GBR","United Kingdom","2007","2007",41.4,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","GBR","United Kingdom","2008","2008",41.8,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","GBR","United Kingdom","2009","2009",43.7,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","GBR","United Kingdom","2010","2010",41.6,,
"BODYOVMS","Overweight population, measured","PERMANTH","% of males","GBR","United Kingdom","2011","2011",41.4,,
