"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","2009","2009",24.2,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","2010","2010",23,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","2011","2011",22.6,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","2012","2012",22.6,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","2013","2013",21.3,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","2014","2014",20.1,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2000","2000",25.7,"B","Break"
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2001","2001",25.1,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2002","2002",25.8,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2003","2003",24.8,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2004","2004",25.5,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2005","2005",25.4,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2006","2006",23.8,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2007","2007",24.5,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2008","2008",24.3,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2009","2009",23.6,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2010","2010",23,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2011","2011",23.4,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2012","2012",22.6,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","2000","2000",47.5,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","2001","2001",46.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","2002","2002",47.3,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","2003","2003",48.5,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","2004","2004",47.2,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","2005","2005",43.1,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","2006","2006",41.3,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","2007","2007",37.8,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","2008","2008",37.1,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","2009","2009",35.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","2010","2010",35.3,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","2011","2011",33,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","2012","2012",32.6,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","2013","2013",30.7,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","2014","2014",29.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","2015","2015",29.6,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2000","2000",38,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2001","2001",38.2,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2002","2002",35.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2003","2003",35.2,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2004","2004",35.3,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2005","2005",35.8,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2006","2006",36.2,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2007","2007",31.4,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2008","2008",33.8,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2009","2009",32.7,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2010","2010",32.2,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2011","2011",31.6,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2012","2012",30.2,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2013","2013",28.6,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2014","2014",26.8,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2000","2000",20.1,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2001","2001",19.2,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2002","2002",18.7,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2003","2003",19.7,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2004","2004",17.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2005","2005",18.6,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2006","2006",18.4,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2007","2007",18.2,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2008","2008",17.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2009","2009",17.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2010","2010",18,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2011","2011",17.5,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2012","2012",17.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2013","2013",17.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2014","2014",17.8,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FRA","France","2000","2000",25.9,"B","Break"
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FRA","France","2001","2001",25.6,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FRA","France","2002","2002",25.4,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FRA","France","2003","2003",25.5,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FRA","France","2004","2004",25.1,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FRA","France","2005","2005",24.7,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FRA","France","2006","2006",23.6,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FRA","France","2007","2007",23,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FRA","France","2008","2008",23.2,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FRA","France","2009","2009",22.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FRA","France","2010","2010",22.4,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FRA","France","2011","2011",22.1,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FRA","France","2012","2012",21.6,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","FRA","France","2013","2013",20.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2000","2000",32.5,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2001","2001",31.2,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2002","2002",31.3,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2003","2003",30.7,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2004","2004",29.3,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2005","2005",28.4,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2006","2006",27.5,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2007","2007",26.1,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2008","2008",25.8,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2009","2009",24.8,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2010","2010",24.2,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2011","2011",24,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2012","2012",23.3,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2013","2013",23.2,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2014","2014",22.6,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","GRC","Greece","2000","2000",16.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","GRC","Greece","2001","2001",17.6,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","GRC","Greece","2002","2002",17.6,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","GRC","Greece","2003","2003",17.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","GRC","Greece","2004","2004",18.2,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","GRC","Greece","2005","2005",17.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","GRC","Greece","2006","2006",16.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","GRC","Greece","2007","2007",17.7,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","GRC","Greece","2008","2008",17.6,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","GRC","Greece","2009","2009",17.6,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","GRC","Greece","2010","2010",17,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","GRC","Greece","2011","2011",17.1,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","GRC","Greece","2012","2012",17.7,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","GRC","Greece","2013","2013",17.1,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","GRC","Greece","2014","2014",18.2,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","HUN","Hungary","2000","2000",52.4,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","HUN","Hungary","2001","2001",48.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","HUN","Hungary","2002","2002",47.8,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","HUN","Hungary","2003","2003",50.3,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","HUN","Hungary","2004","2004",48.4,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","HUN","Hungary","2005","2005",43.5,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","HUN","Hungary","2006","2006",44.1,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","HUN","Hungary","2007","2007",44.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","HUN","Hungary","2008","2008",43.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","HUN","Hungary","2009","2009",45.1,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","HUN","Hungary","2010","2010",44.7,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","HUN","Hungary","2011","2011",45.2,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","HUN","Hungary","2012","2012",45.2,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","HUN","Hungary","2013","2013",44.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","HUN","Hungary","2014","2014",43.7,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","HUN","Hungary","2015","2015",43.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISL","Iceland","2000","2000",24,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISL","Iceland","2001","2001",26.2,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISL","Iceland","2002","2002",25.3,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISL","Iceland","2003","2003",29.6,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISL","Iceland","2004","2004",19.7,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISL","Iceland","2005","2005",20.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISL","Iceland","2006","2006",21.6,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISL","Iceland","2007","2007",21.3,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISL","Iceland","2008","2008",16.6,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISL","Iceland","2009","2009",23.7,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISL","Iceland","2010","2010",19.1,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISL","Iceland","2011","2011",16.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISL","Iceland","2012","2012",14.2,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISL","Iceland","2013","2013",20.1,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISL","Iceland","2014","2014",25.1,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISL","Iceland","2015","2015",22.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","IRL","Ireland","2000","2000",31.6,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","IRL","Ireland","2001","2001",31.9,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","IRL","Ireland","2002","2002",30.5,,
